1,1,1,1,1,1
2,2,1,1,1,2
3,3,1,1,1,1
4,4,1,1,1,2
5,5,1,1,1,1
6,6,1,1,1,2
7,7,1,1,1,1
8,8,1,1,1,2
9,9,1,1,1,1
10,10,1,1,1,2
11,11,1,1,1,1
12,12,1,1,1,2
13,13,1,1,1,1
14,14,1,1,1,2
15,15,1,1,1,1
16,16,1,1,1,2
17,17,1,1,1,1
18,18,1,1,1,2
19,19,1,1,1,1
20,20,1,1,1,2
21,21,1,1,1,1
22,22,1,1,1,2
23,23,1,1,1,1
24,24,1,1,1,2
25,25,1,1,1,1
26,26,1,1,1,2
27,27,1,1,1,1
28,28,1,1,1,2
29,29,1,1,1,1
30,30,1,1,1,2
31,31,1,1,1,1
32,32,1,1,1,2
33,33,1,1,1,1
34,34,1,1,1,2
35,35,1,1,1,1
36,36,1,1,1,2
37,37,1,1,1,1
38,38,1,1,1,2
39,39,1,1,1,1
40,40,1,1,1,2
41,41,1,1,1,1
42,42,1,1,1,2
43,43,1,1,1,1
44,44,1,1,1,2
45,45,1,1,1,1
46,46,1,1,1,2
47,47,1,1,1,1
48,48,1,1,1,2
49,49,1,1,1,1
50,50,1,1,1,2
51,51,1,1,1,1
52,52,1,1,1,2
53,53,1,1,1,1
54,54,1,1,1,2
55,55,1,1,1,1
56,56,1,1,1,2
57,57,1,1,1,1
58,58,1,1,1,2
59,59,1,1,1,1
60,60,1,1,1,2
61,61,1,1,1,1
62,62,1,1,1,2
63,63,1,1,1,1
64,64,1,1,1,2
65,65,1,1,1,1
66,66,1,1,1,2
67,67,1,1,1,1
68,68,1,1,1,2
69,69,1,1,1,1
70,70,1,1,1,2
71,71,1,1,1,1
72,72,1,1,1,2
73,73,1,1,1,1
74,74,1,1,1,2
75,75,1,1,1,1
76,76,1,1,1,2
77,77,1,1,1,1
78,78,1,1,1,2
79,79,1,1,1,1
80,80,1,1,1,2
81,81,1,1,1,1
82,82,1,1,1,2
83,83,1,1,1,1
84,84,1,1,1,2
85,85,1,1,1,1
86,86,1,1,1,2
87,87,1,1,1,1
88,88,1,1,1,2
89,89,1,1,1,1
90,90,1,1,1,2
91,91,1,1,1,1
92,92,1,1,1,2
93,93,1,1,1,1
94,94,1,1,1,2
95,95,1,1,1,1
96,96,1,1,1,2
97,97,1,1,1,1
98,98,1,1,1,2
99,99,1,1,1,1
100,100,1,1,1,2
101,101,1,1,1,1
102,102,1,1,1,2
103,103,1,1,1,1
104,104,1,1,1,2
105,105,1,1,1,1
106,106,1,1,1,2
107,107,1,1,1,1
108,108,1,1,1,2
109,109,1,1,1,1
110,110,1,1,1,2
111,111,1,1,1,1
112,112,1,1,1,2
113,113,1,1,1,1
114,114,1,1,1,2
115,115,1,1,1,1
116,116,1,1,1,2
117,117,1,1,1,1
118,118,1,1,1,2
119,119,1,1,1,1
120,120,1,1,1,2
121,121,1,1,1,1
122,122,1,1,1,2
123,123,1,1,1,1
124,124,1,1,1,2
125,125,1,1,1,1
126,126,1,1,1,2
127,127,1,1,1,1
128,128,1,1,1,2
129,129,1,1,1,1
130,130,1,1,1,2
131,131,1,1,1,1
132,132,1,1,1,2
133,133,1,1,1,1
134,134,1,1,1,2
135,135,1,1,1,1
136,136,1,1,1,2
137,137,1,1,1,1
138,138,1,1,1,2
139,139,1,1,1,1
140,140,1,1,1,2
141,141,1,1,1,1
142,142,1,1,1,2
143,143,1,1,1,1
144,144,1,1,1,2
145,145,1,1,1,1
146,146,1,1,1,2
147,147,1,1,1,1
148,148,1,1,1,2
149,149,1,1,1,1
150,150,1,1,1,2
151,151,1,1,1,1
152,152,1,1,1,2
153,153,1,1,1,1
154,154,1,1,1,2
155,155,1,1,1,1
156,156,1,1,1,2
157,157,1,1,1,1
158,158,1,1,1,2
159,159,1,1,1,1
160,160,1,1,1,2
161,161,1,1,1,1
162,162,1,1,1,2
163,163,1,1,1,1
164,164,1,1,1,2
165,165,1,1,1,1
166,166,1,1,1,2
167,167,1,1,1,1
168,168,1,1,1,2
169,169,1,1,1,1
170,170,1,1,1,2
171,171,1,1,1,1
172,172,1,1,1,2
173,173,1,1,1,1
174,174,1,1,1,2
175,175,1,1,1,1
176,176,1,1,1,2
177,177,1,1,1,1
178,178,1,1,1,2
179,179,1,1,1,1
180,180,1,1,1,2
181,181,1,1,1,1
182,182,1,1,1,2
183,183,1,1,1,1
184,184,1,1,1,2
185,185,1,1,1,1
186,186,1,1,1,2
187,187,1,1,1,1
188,188,1,1,1,2
189,189,1,1,1,1
190,190,1,1,1,2
191,191,1,1,1,1
192,192,1,1,1,2
193,193,1,1,1,1
194,194,1,1,1,2
195,195,1,1,1,1
196,196,1,1,1,2
197,197,1,1,1,1
198,198,1,1,1,2
199,199,1,1,1,1
200,200,1,1,1,2
201,201,1,1,1,1
202,202,1,1,1,2
203,203,1,1,1,1
204,204,1,1,1,2
205,205,1,1,1,1
206,206,1,1,1,2
207,207,1,1,1,1
208,208,1,1,1,2
209,209,1,1,1,1
210,210,1,1,1,2
211,211,1,1,1,1
212,212,1,1,1,2
213,213,1,1,1,1
214,214,1,1,1,2
215,215,1,1,1,1
216,216,1,1,1,2
217,217,1,1,1,1
218,218,1,1,1,2
219,219,1,1,1,1
220,220,1,1,1,2
221,221,1,1,1,1
222,222,1,1,1,2
223,223,1,1,1,1
224,224,1,1,1,2
225,225,1,1,1,1
226,226,1,1,1,2
227,227,1,1,1,1
228,228,1,1,1,2
229,229,1,1,1,1
230,230,1,1,1,2
231,231,1,1,1,1
232,232,1,1,1,2
233,233,1,1,1,1
234,234,1,1,1,2
235,235,1,1,1,1
236,236,1,1,1,2
237,237,1,1,1,1
238,238,1,1,1,2
239,239,1,1,1,1
240,240,1,1,1,2
241,241,1,1,1,1
242,242,1,1,1,2
243,243,1,1,1,1
244,244,1,1,1,2
245,245,1,1,1,1
246,246,1,1,1,2
247,247,1,1,1,1
248,248,1,1,1,2
249,249,1,1,1,1
250,250,1,1,1,2
251,251,1,1,1,1
252,252,1,1,1,2
253,253,1,1,1,1
254,254,1,1,1,2
255,255,1,1,1,1
256,256,1,1,1,2
257,257,1,1,1,1
258,258,1,1,1,2
259,259,1,1,1,1
260,260,1,1,1,2
261,261,1,1,1,1
262,262,1,1,1,2
263,263,1,1,1,1
264,264,1,1,1,2
265,265,1,1,1,1
266,266,1,1,1,2
267,267,1,1,1,1
268,268,1,1,1,2
269,269,1,1,1,1
270,270,1,1,1,2
271,271,1,1,1,1
272,272,1,1,1,2
273,273,1,1,1,1
274,274,1,1,1,2
275,275,1,1,1,1
276,276,1,1,1,2
277,277,1,1,1,1
278,278,1,1,1,2
279,279,1,1,1,1
280,280,1,1,1,2
281,281,1,1,1,1
282,282,1,1,1,2
283,283,1,1,1,1
284,284,1,1,1,2
285,285,1,1,1,1
286,286,1,1,1,2
287,287,1,1,1,1
288,288,1,1,1,2
289,289,1,1,1,1
290,290,1,1,1,2
291,291,1,1,1,1
292,292,1,1,1,2
293,293,1,1,1,1
294,294,1,1,1,2
295,295,1,1,1,1
296,296,1,1,1,2
297,297,1,1,1,1
298,298,1,1,1,2
299,299,1,1,1,1
300,300,1,1,1,2
301,301,1,1,1,1
302,302,1,1,1,2
303,303,1,1,1,1
304,304,1,1,1,2
305,305,1,1,1,1
306,306,1,1,1,2
307,307,1,1,1,1
308,308,1,1,1,2
309,309,1,1,1,1
310,310,1,1,1,2
311,311,1,1,1,1
312,312,1,1,1,2
313,313,1,1,1,1
314,314,1,1,1,2
315,315,1,1,1,1
316,316,1,1,1,2
317,317,1,1,1,1
318,318,1,1,1,2
319,319,1,1,1,1
320,320,1,1,1,2
321,321,1,1,1,1
322,322,1,1,1,2
323,323,1,1,1,1
324,324,1,1,1,2
325,325,1,1,1,1
326,326,1,1,1,2
327,327,1,1,1,1
328,328,1,1,1,2
329,329,1,1,1,1
330,330,1,1,1,2
331,331,1,1,1,1
332,332,1,1,1,2
